영화제목,영화링크,평점,댓글
울고 싶은 나는 고양이 가면을 쓴다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194321&target=after,10,정말 이 영화는 감동적이면서도 그림도 이쁘네요
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,부산행에 설정 다 뒤집는 말도 안되는 설정좀비는 그저 볼링핀중딩이 운전하는 차의 범퍼는 비브라늄뜬금포 UN눈물이 전혀 안나오는 신파 한 단어로 요약하면 핵노잼
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,7,정치색깔 빼고 보면 잼있다 . 난 잼있게 봄
작전,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=50176&target=after,10,주식?ㅋ 답은 부동산이다.
죄 많은 소녀,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=168749&target=after,8,경민이 엄마가 너무 이기적인 모습을 보이고 그걸 영희한테 돌릴려는 모습이 화가 난다
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,8,부산행에 비하면 다소 아쉽긴합니다. 좀비영화인데 거의사람끼리 싸우는장면이 대부분이고  좀비 활약상이 크게 없어서 아쉬웠습니다. 그래도 자동차액션은 괜찮네요
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,진짜  평점안쓰는데 너무 노잼이라.... 작위적이고 어색한 장면들의 연속 재미도 감동도 없는 영화
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,잼나넹요~~~ 대한민국만세
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,"웬만하면 이런거 안쓰는데 돈주고 볼사람들이 불쌍해서 씁니다. 설정 및 밸런스 붕괴, 개연성없는 전개, 딱 예상가능한 스토리. 평점 1점이 아까운. 킬링타임용으로도 아까움"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,
소년시절의 너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192066&target=after,10,이양천새와 주동우 눈빛이 인상깊다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,코미디든 액션이든 감독 마음이다. 정치가 어떻고 저떻고 하는거는 보면서 판단..
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,반도보다가 이거보니까 꿀잼인데요?
내일을 위한 시간,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=123298&target=after,6,끝날때 느낌이 매우 좋았다
타이타닉,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=18847&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,존잼ㅇㅇ 올 여름 지금까지 개봉한 #살아있다 #반도 포함 젤 볼만함. 고민 ㄴㄴ. 요즘 영화 볼거면 강철비 밖에 없음 레알.  진짜 정치충들 어쩌구 저쩌구 하는거 거르고 강철비 보세요ㅇㅇ 정치충들 별점테러하는거 걸러야됌ㅇㅇ
카오산 탱고,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174261&target=after,10,"영화시작부터 끝까지 흘러나오는 탱고음악은 다소 밋밋할수있는 저예산 영화를 수준높게 끌여올리기에 충분했다.코로나로인한 해외여행금지시대에 태국곳곳의 생생한 영상을 보고있자니마치 무더위와 습한 날씨,재래시장에서의 향신료 향까지 전해지듯 생생했고 대리만족 까지 느낄수 있는 영상이었다."
김씨 표류기,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=44910&target=after,10,울면서 본 영화!! 수작임ㅠㅠ 진짜 포스터만 좋았어도 사람들이 많이 알아줬을거다. 포스터 정말...
조작된 도시,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=127382&target=after,10,
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,6,강철비 보다 이게 차라리 나은거 같기도하고...볼영화 참 없다...
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,6,강철비 보다 이게 차라리 나은거 같기도하고...볼영화 참 없다...
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,7,지루한편입니다 그냥저냥 국뽕
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,9,지금 상영되는 영화중에 뭘 볼까 고민하시는 분들께 일단 추천드립니다. 가족들 모두 함께~ 여러가지를 생각하게 하는 좋은 영화입니다.
미쓰 홍당무,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=66002&target=after,9,이거 보자마자 뭐지? 뭐야? 이러면서 푹 빠져든 영화 같다 그 당시에는 어울리지 않는 감성이라 평점이 낮지만 다시 재평가 시급한 영화다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,6,전투 씬이 볼만한데 스토리는 그냥 그래요
하모니,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=53034&target=after,10,몇번을 봐도 감동과 여운이 남는 영화...
곡성(哭聲),https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=121051&target=after,8,감독 의도를 모르면 뭔 영화인지 모를거고 있는 그대로 영화를 보고 따라가면 속절없이 낚이는거지 근데 너무 불친절해서 문제인거다. 여러번 곱씹어볼 필요가 있고 감독이 겉으로 표출하고싶지않는 의도와 의미를 가지고 있는 영화이다. 의도를 가지고 표현하는게 예술이니
풀 스피드,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=158503&target=after,10,1시간30분동안 우껴 죽을뻔 ㅎㅎㅎTV에서 영화 소개해주는거 보고 봤는데 잼있어요 ㅎㅎㅎ어이없는 개그코드 잘맞음^^
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,쯧쯧...아직도 이런영화를..
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,너무 유치하게 계획되고 제작되었고 액션도 미흡한데 무엇을보고 영화 평점이 높은지 전혀 이해할수 없는 영화입니다.
가려진 시간,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=141259&target=after,10,생각보다 훨씬 재미있었고 너무 슬펐어요
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,
국가부도의 날,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=164192&target=after,7,
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,모든 스텝이 열일해서 밥상을 차렸는데~ 감독이 엎어버린 영화
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,6,스토리는 그럭저럭 괜찮은듯 한데정상3명 납치당하는게 무슨 동네 초등학생 눈가리고 데리고 오는것 보다 쉽게 진행됫던게 어이없다 해야할까요.?그리고 아무리서민대통령이라 표현한거지만  대한민국 대통령을 옆집아저씨처럼  너무 일반적이고 정의스럽게만  설정해놓은게 보는내내 좀 불편했네요.
완득이,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=80866&target=after,7,
봉오동 전투,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=178526&target=after,8,오히려  이영화는  왜곡됐다 왜냐고?일본군의 만행이 너무 적게 일부분만 담겨있다 당신의 조상들은  영문도 모른채 끌려가 강간당하고 이빨이 뽑히고 손톱 발톱이 빠져나갈때가지 고문을 당했다 근데 왜곡이란 소리가 나오나? 다들 감사해야한다 잊지말아야한다
하녀,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=71920&target=after,7,
쿵푸 허슬,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=39576&target=after,7,주성치표 캐릭터 쇼 참 풍성하다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,영화가 끝나고 관객에게 던지는 물음이 이 영화가 하고 싶은 메시지라고 생각이 들었다. 그 어떤 정치적 성향과 지식이 총 동원 되더라도 결론은 확실하다 우리나라 주변에 우방은 없다. 그 어떤 나라도 의리따위는 존재 하지 않는다. 그저 자국의 이익만 있을 뿐 우리가 주변국에게 어떤 자세를 취하더라도 결국 우리는 우리의 이익을 가장 우선으로 생각할 수 밖에 없다. 주변국에 굽신거리면 나라망신 시킨다 하고 주변국에 강하게 나가면 우리가 지금 자존심이 중요한 초딩이냐고 하고 감독이 마치 누굴 대변하는 느낌이지만 ㅋ 생각해보자 우리가 되도 않는 밥그릇 싸움 하는 동안 다른나라도 다를거 없지만 그 가운데서 착실하게 자국의 이익을 위해 한걸음 한걸음 나아가는 나라가 결국 승자다
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,8,살아있다보다 재밌어요
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,10만명 이상을 노예처럼 부리다 죽여버리는 김돼지를 미화하는 뻘갱이 영화....진짜 이제 김돼지가 낼 모래 내려온다고 해도 이게 평양인지 서울인지 알수가 없는 상태...나라가 망하려고 하나...ㅋ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,강대국 이익에 낀 작은 한반도. 막판에는 눈물 찔끔. 꼭 한번 보시길.
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,2,영화보면서 잤습니다.재미 진짜없어요
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,완전 쓰레기같은 영화지금정권에 아부하는 그것도대표.적인 정우성이 대통령
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,"미국, 중국, 일본, 북한, 한국 5개국의 입장과 그들의 관점에서 보니 잼있던데 이런 스토리가 영화로 나오다니 보통 개봉 안되지 않나?"
겨울왕국 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=136873&target=after,8,"잘만든 영화 하나를 번역이 망쳐놓을 수 있다는 것을 제대로 보여준 영화.영상미 때문에 스크린으로 봐야함에도 번역 때문에 망설여지는 영화.올라프는 갑자기 존댓말을 쓰며, 얼음장판을 갖게되었다."
어린 의뢰인,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=180169&target=after,10,영화 평소에 관심 없었는데 페이스북 알고리즘에 떠 10분짜리 영상보고 바로 결제해서 봤네요진짜 없어져야 합니다 가정폭력은너무 슬프네요 이게 현실이라는게 참 슬프고 혹시 제 주변에 이런 가정이 있다면 도와주고싶어요 화나다가 울다가 반복하면서 본 영화인거 같아요배우들이 연기를 또 너무 잘해서 더 몰입하면서 봤어요 아 정말 화나서 욕나와요 아악 십;
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,마지막엔 왜 이렇게 눈물이 났는지 모르겠어요 정말 잘 봤습니다
퍼펙트맨,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=180390&target=after,9,오랜만에 본 식상한데 재밌는영화
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,미국대통령 스무트한테 까불지 마삼. 이퀼리브리엄 끝판왕이었음. ㅋㅋㅋ
몽상가들,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=37544&target=after,4,너무 난해한 영화 주인공들의 연기는 괜찮았음
미녀 삼총사 3,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186611&target=after,10,
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,2,제발.... 좋은 배우 좋은 소재를 .... 이렇게....
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,악평 죄송. 올해 본영화중 최악이였습니다.
올드 가드,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193173&target=after,1,"그냥 존나 꼴페미 영화. 영화내에서 선하고 옳은 편은 죄다 게이, 레즈, 동성애자, 소수자이고 악당은 백인남자에 이성애자. 그리고 그 백인은 옳은 편을 배신하고 그 뒤에 후회하는 멍청함까지. 그리고 미안하다고 사과까지 함ㅋㅋㅋㅋ PC랑 페미들 뒷구명빨아주려고 만든 영화임. 그리고 뜬금없이 레즈비언 주인공 가족의 여자는 존나 세상에 이로운 존재들이었고ㅋㅋㅋ 주인공을 조진 남자는 나중에 또 후회하며 주인공 구해야한다고 함ㅋㅋㅋㅋ 배신한 백인 남자는 레즈비언 여주인공의 용서를 받고도 폐인이 되고 타락해버리고ㅋㅋㅋㅋ 너무 대놓고 PC강요를 하니까;; 더럽다. 불법다운해서 보세요 그냥"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,일종의 국뽕 판타지이런 판타지면 참 미래가 밝을건대..현재 남.북.미 지도자의 캐릭터를 마구마구 미화 함.결국엔 모두가 평화롭게 대한민국과 세계를 지키자는 메시지.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,1은 잼있어거든요 오쉣더OO나우
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,2,"정말 딱 좀비 영화를 보고 싶은 분들, 부산행을 감명깊게 보시고 이 영화를 보고싶으신 분들, 비추합니다. 설정은 부산행에서 이어지는 설정이지만 스토리는 부산행과 연관되었다는 느낌은 못 받았어요. 솔직히 그냥 끼워맞춰 설정한 느낌.. 그리고 사람들이랑 좀비랑 직접적으로 대립? 하는 구도라기 보단 좀비가 그냥 들러리 같이 느껴져 좀비영화를 좋아하시는 분들께도 그냥 다른 영화를 보시는걸 권해드림.."
터미네이터: 다크 페이트,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=167605&target=after,10,진짜 여자들이 다 해먹는 영화. 지금껏 이런 영화를 기다렸습니다. 최고의 여성서사!!
강철비,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=155665&target=after,10,"남북이 갈라진상황에서보여지는  영화가뭉클하며 ,이제 다시시작되는제2탄이기대됩니다!!"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,현실에서 사라져야하는건 북한인데 ㅋㅋㄱㄱ일본이 뒷돈준 나쁜놈으로 현실에선 일어날수없는 시나리오
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,현실에서 사라져야하는건 북한인데 ㅋㅋㄱㄱ일본이 뒷돈준 나쁜놈으로 현실에선 일어날수없는 시나리오
집으로...,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=34324&target=after,2,"나랑 같이 성장한영화,유승호"
모든 것을 벗어던진 특별한 여행,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194294&target=after,10,서호주의 광활한 그러나 덥고 건조함이 느껴지는 그 곳에서 상처 입은 두 남녀가 만나고 헤어지는 모습을 통해 상처를 극복해 가는 모습 만으로도 웃음 짓게 만드는 캐쥬얼한 영화였습니다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,9,현재 한반도를 둘러싼 대외정세를 고려한다면 재미있게 볼만한 영화. 마지막 잠수함씬은 최고.
어디선가 누군가에 무슨 일이 생기면 틀림없이 나타난다 홍반장,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=37716&target=after,8,강석범 감독의 유이한 히트작. 해바라기와 홍반장. 싱글즈와 결혼은 미친짓이다로 매력 터지던 시절의 엄정화를 볼 수 있다
45년 후,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=135694&target=after,8,뒤늦은 후회는 얼마 안 남은 삶을 고독하게 만들 것이다
루비,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189622&target=after,10,평점 조절용 나이스  나이스나이스나이스사실 안봤지롱
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,알바로 대충 평점 올리면 사람들이 봐줄거란 생각은 이제 버려야됨
나의 첫 번째 슈퍼스타,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193781&target=after,2,겁나 재미없음. 생전 처음 영화보다 숙면취함. 자다가 깼는데도 영화스토리가 지루하고 도저히 끝날 것같지 않아 도망나옴. 노래도 조용해서 꿀잠자기 좋은 듯. 잠안오시는 분 보세요.
디지몬 어드벤처 라스트 에볼루션 : 인연,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192613&target=after,10,아마 다들공감하겠지만 분명히 어릴때 유치원이나초등학교일때 디지몬 또는 만화를 접했을것이고 그때의 향수가남은 상태로 지금은 대학교든 일이든 회사나 일이든 현실에 부딪히면서 살아가는 20대 30대가됐을것이다. 라스트에볼루션이나 짱구는못말려어른제국의역습이 흥행까지는아니더라도 높은 평점과지지를 받는게 과거의향수라는 포인트를 너무나도 잘알고 잘잡아서 그런거지않을까 생각이든다...왜냐하면 개인의 정신적인시간은 육체적인시간과현실의시간보다 상대적으로 느리니까...
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,괜찮은데? 마지막 눈물쪼금
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,"잠수함이 멋있고 어뢰 등 군사적 기술력이 대단하다고 생각되는영화,, 유연석 첫 등장할때 넘 웃겼어여 ㅜ"
나를 찾아줘,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=175324&target=after,10,신안 섬노예  ㅠㅠ그 지역의 OOO들은 아직도 배때지 두드리며 잘 살고 있고..
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,순간순간 웃긴 장면이 있어서 너무 심각하지 않아 좋았음 다른 건 몰라도 잠수함 연출 만큼은 굿
인비저블 위트니스,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186480&target=after,7,"인비저블 게스트를 몇년전에 본지라 내용은 이미 알고 있어도, 배우들이 사소한 표정연기가 가히 짐작이 될만했습니다. 세밀한 부분까지 연출력이 뛰어난 작품"
카메라를 멈추면 안 돼!,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174301&target=after,9,미타니코키가 많이 생각남. 최근 본 영화 중에 가장 웃겼다.초반을 잘 버텨야~
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,진짜 개쌉노잼입니다 ㅋㅋ 절대 보지마세요
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,9,다음에 차바꾸면 모하비로 바꿀꺼에요...초중반은 좀 지루함이 있었는데 마지막 이정현님의 연기에서 무언가 벅차오름이 느껴졌습니다. 깔끔한 마무리로 개운한 영화였습니다.
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,2,진짜 영화표값의 반도 못하는 영화..
런치박스,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=111527&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,진짜 지루하다 재미없다
앤트맨과 와스프,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=144330&target=after,10,진실의 약 먹고 말하는거 더빙된게 제일 웃겼음ㅋㅋㅋㅋ
캐리비안의 해적 - 블랙 펄의 저주,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=37148&target=after,10,?2부에 해골이 많이 나오는데 본 모습이었다가 해골이었다가 왜 그런거지? 최고의 명작! 감독 짱! 유머러스! 싸우는장면이 많아도 잭이 선장 가슴을 찔러죽일때 딱 한번 그리고 쬐끔(폭력적이지 않아 좋다)엘리자베스는 제독보다 대장장이 터너를 선택한다. 수평선아 내가 간다.
타짜: 원 아이드 잭,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=96951&target=after,2,진짜 많이 정말로 재미없다
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,1,"진짜 현존하는 좀비영화는 다 본 것 같은 좀비덕훈데 진짜 최악의 영화 탑 3에 뽑혔습니다^^ 개연성도 없고 아무리 좀비라지만 현실성 제로,,,"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,그냥 무조건 봐야할 영화
조디악,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=52555&target=after,10,실화이며 스토리가 물 셀 틈 없이 탄탄하고 캐스팅 부터 연기까지 흠잡을 데가 없다. 오랜만에 영화를 보며 섬뜩한 극도의 긴장감 까지 경험 했다.
소년시절의 너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192066&target=after,10,누군가를 위한 절절한 떨림이 오랜만에 생각난다
어게인,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189747&target=after,8,색다른 장르의 영화를 접했다.뮤지컬 영화..OST의 목소리도 너무나 매력적이다.생각보다 많은 매력이 있는 영화인거같다.
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,8,스토리가 생각보다 아기자기해서 저는 좀 재미나게봐써요 평점보고 보기싫었는데 보니까 난 재미나던데
주홍글씨,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=38408&target=after,8,말도안되는 낮은 평점. 이은주 배우가 너무 그립다..
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,전편에 정우성 곽도원 그대로 캐스팅해서 처음 볼때 쟤가 저기서 왜 저 역할로 나와?하고 보다가 가면갈수록 지루해져서 표값으로 햄버거나 사먹을껄 생각들게하는 영화
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,"문재인 정권을 별로 지지하고 싶지 않은 한 사람으로서 이 영화를 봤다.  그러나 좌파 영화라고 해서 좀더 주의깊게 봤지만, 그 정도까지는 아니다.  (물론 감독과 배우의 원래 정치적 성향은 좌편향적인 것으로 알고 있다.)  주인공인 남한 대통령은 웬만하면 북미 사이에서 중립을 지키고 중재하려는 입장이고, 어쨌든 영화는 정치적으로 크게 편중되지 않고, 스토리, 연기, 액션 모든 면에서 나름 잘 만들어졌다고 본다.  분명한 것은 강철비 2가 강철비 1보다는 훨씬 진일보하였고, 비교적 웰메이드인 것 같다.  또 한가지 분명한 것은 영화 속의 남한 대통령 정우성이 대북 외교 정책 면에서 문재인 대통령보다는 훨씬 주체적으로, 중립적으로, 능숙하게 갈등을 풀어내고 문제를 해결한다는 것이다.  문재인 대통령이 이 영화를 보고 제발 뭔가 깨달으시는 바가 있기를 바랄 뿐이다."
어게인,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189747&target=after,10,생소할수는 있지만 뒤로 기억이 많이 남는 영화였어요.
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,아이고....보는내내 한숨과 갸우뚱 거리게 하는...더이상 오락 영화가 아닌 말도 안되는 사상을 주입 시키는.선전물에 가까운 내용.
마담 싸이코,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=167633&target=after,10,진짜 감정몰입되서 싸이코마담 패버리고싶었음 후
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,2,유아인이 이렇게 연기를 못했었나?
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,5,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,9,네이버 댓글 왜이럼 ..영화를 보긴 본거임?? 어의 없넹별점 테러를 해놨네?얘내들은 영화도 정치적으로 해석하나..신천지냐? 신천지야? ㅋㅋㅋ
다이버전트,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=110652&target=after,10,"대 존잼이다ㅋㅋㅋ 헝거게임, 메이즈러너 같은 느낌도 있고 황폐한 세상에서 권력을 갖고자하는 인간의 본능에 있어서 반도같은 느낌도 약간 있었다. 2,3가 너무 기대된다. 헝거게임 메이즈러너보다 스케일 면에서 좀 떨어지지만 스토리가 충분하다고 느꼈다."
불한당: 나쁜 놈들의 세상,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=154112&target=after,10,꿀잼이야어어어어아아어
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,잠수함 전투신은 멋잇어요 전 태어나서 영화를 보고와서 처음 이런거 써봐요 기대가 큰만큼 실망이 큰거 같아요.... 미 대통령 북위원장이 너무 우습게 표현되엇어요.. 별로에요
알리타: 배틀 엔젤,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=66728&target=after,10,넘 잼있게 본거 같다  2탄도  나올듯 하는데 기대 ..
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,6,"살아있다, 반도보다 낫다"
온워드: 단 하루의 기적,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=187351&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,쫄깃쫄깃^^굿굿굿굿
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,3,지금 강의하십니까? 보고 나서 무척 기분 안좋습니다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,5,"국가간의 상호간 약속과 물밑 거래등등,,, 스토리상 극히 개연성이 낮아 극 초반부 전혀 몰입이 안됨.현실성 없는 스토리 베이스와 미국대통령 바보만들기, 반대로 남.북간 정상은 너무 감성적으로 그려놓아서 그야말로 국뽕에 기댄 영화.그나마 잠수함 운용장면에서 조금 덜 심심한 정도.중간에 나와 아내는 잠깐씩 졸았음. 돈주고 보는게 아니었어~~ ㅠㅠ"
빅샤크3: 젤리몬스터 대소동,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194799&target=after,2,빅샤크는 다섯번도 안나오는데 왜 빅샤크 인지....
존 윅,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=123300&target=after,10,액션영화는 이래야해.
빅샤크3: 젤리몬스터 대소동,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194799&target=after,2,너무 최악 애들이 재미없다고 중간에 보다나옴내용도 없고 샤크는 활약제로 엉망진창
위대한 유산,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=19076&target=after,10,
몰리스 게임,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=154270&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,정치적 현실을 떠나 영화자체만 봐도 최악의 영화이다.  현정부 지지자들에겐  칸느 황금 종려상감
